,Agency,Create Time,Area Id,Beat,Priority,Incident Type Id,Incident Type Description,Event Number,Closed Time,Location 1
3157,OP,2014-01-07T11:40:15,2.0,23X,2,SECCK,SECURITY CHECK,LOP140107000453,2014-01-07T12:38:55,"{'human_address': '{""address"":""E 12TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3158,OP,2014-01-07T11:45:09,1.0,03X,2,901CP,VEHICLE COLLISION-CI,LOP140107000459,2014-01-07T16:26:19,"{'human_address': '{""address"":""ST&amp;BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3159,OP,2014-01-07T11:52:34,1.0,06X,2,415RM,DISTURBING BETWEEN R,LOP140107000464,2014-01-07T12:08:40,"{'human_address': '{""address"":""APGAR ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3160,OP,2014-01-07T11:56:20,1.0,21Y,1,MPRISK,MISSING PERSON AT RI,LOP140107000483,2014-01-07T13:45:52,"{'human_address': '{""address"":""DAVIS ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3161,OP,2014-01-07T11:56:35,2.0,24X,2,20002,HIT & RUN (PROPERTY,LOP140107000467,2014-01-07T11:56:41,"{'human_address': '{""address"":""LYON AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3162,OP,2014-01-07T11:57:05,1.0,13Z,2,288,CRIMES AGAINST CHILD,LOP140107000468,2014-01-07T11:57:15,"{'human_address': '{""address"":""SAYRE DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3163,OP,2014-01-07T11:58:45,2.0,27X,1,459,BURGLARY,LOP140107000473,2014-01-07T12:49:41,"{'human_address': '{""address"":""MAXWELL AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3164,OP,2014-01-07T11:59:01,1.0,16Y,2,949,SUSPICIOUS VEHICLE,LOP140107000474,2014-01-07T12:22:14,"{'human_address': '{""address"":""EVERETT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3165,OP,2014-01-07T12:01:38,1.0,04X,2,911H,911 HANG-UP,LOP140107000476,2014-01-07T12:08:44,"{'human_address': '{""address"":""KAISER PLZ"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3166,OP,2014-01-07T12:03:53,2.0,30X,2,20002,HIT & RUN (PROPERTY,LOP140107000478,2014-01-07T12:03:58,"{'human_address': '{""address"":""HAVENSCOURT BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3167,OP,2014-01-07T12:04:48,1.0,03Y,2,278,CHILD STEALING,LOP140107000481,2014-01-07T15:09:14,"{'human_address': '{""address"":""7TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3168,OP,2014-01-07T12:07:38,1.0,08X,2,911H,911 HANG-UP,LOP140107000482,2014-01-07T12:09:47,"{'human_address': '{""address"":""BROADWAY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3169,OP,2014-01-07T12:10:05,2.0,31X,2,HAZ,HAZARDOUS SITUATION/,LOP140107000486,2014-01-07T12:42:46,"{'human_address': '{""address"":""AV&amp;SB I880"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3170,OP,2014-01-07T12:13:06,1.0,08X,2,5150,MENTALLY ILL,LOP140107000488,2014-01-07T13:20:35,"{'human_address': '{""address"":""30TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3171,OP,2014-01-07T12:15:05,2.0,32Y,2,955A,VICIOUS ANIMAL,LOP140107000492,2014-01-07T15:42:49,"{'human_address': '{""address"":""AV&amp;BANCROFT AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3172,OP,2014-01-07T12:15:55,2.0,31Y,2,20002,HIT & RUN (PROPERTY,LOP140107000491,2014-01-07T12:16:01,"{'human_address': '{""address"":""AV&amp;AIRPORT ACCESS RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3173,OP,2014-01-07T12:16:12,1.0,15X,2,602L,TRESPASS:,LOP140107000493,2014-01-07T12:50:52,"{'human_address': '{""address"":""PARK BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3174,OP,2014-01-07T12:22:07,1.0,13Z,2,933R,ALARM-RINGER,LOP140107000502,2014-01-07T13:18:00,"{'human_address': '{""address"":""OAKWOOD DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3175,OP,2014-01-07T12:28:30,1.0,13Z,2,SECCK,SECURITY CHECK,LOP140107000512,2014-01-07T12:50:25,"{'human_address': '{""address"":""LUCAS AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3176,OP,2014-01-07T12:30:03,1.0,14Y,2,5150,MENTALLY ILL,LOP140107000519,2014-01-07T16:56:41,"{'human_address': '{""address"":""VALLE VISTA AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3177,OP,2014-01-07T12:33:27,1.0,04X,1,901A,VEHICLE COLLISION-PE,LOP140107000523,2014-01-07T13:52:38,"{'human_address': '{""address"":""17TH OFFRP ST&amp;CASTRO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3178,OP,2014-01-07T12:36:18,2.0,23X,2,602L,TRESPASS:,LOP140107000526,2014-01-07T13:46:23,"{'human_address': '{""address"":""SAN LEANDRO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3179,OP,2014-01-07T12:37:56,2.0,31X,2,415,DISTURBING THE PEACE,LOP140107000528,2014-01-07T12:42:29,"{'human_address': '{""address"":""EDGEWATER DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3180,OP,2014-01-07T12:38:19,1.0,03X,2,10851,STOLEN VEHICLE,LOP140107000531,2014-01-07T13:49:25,"{'human_address': '{""address"":""8TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3181,OP,2014-01-07T12:38:59,1.0,03Y,2,901,VEHICLE COLLISION/PR,LOP140107000530,2014-01-07T14:29:04,"{'human_address': '{""address"":""ST&amp;JEFFERSON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3182,OP,2014-01-07T12:39:14,2.0,23X,2,SECCK,SECURITY CHECK,LOP140107000529,2014-01-07T12:48:55,"{'human_address': '{""address"":""AV&amp;FARNAM ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3183,OP,2014-01-07T12:39:22,1.0,21X,2,ELEC,ELECTRONIC DEVICE,LOP140107000534,2014-01-07T14:58:39,"{'human_address': '{""address"":""26TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3184,OP,2014-01-07T12:44:22,1.0,10Y,2,470,FORGERY,LOP140107000538,2014-01-07T12:45:33,"{'human_address': '{""address"":""MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3185,OP,2014-01-07T12:49:13,2.0,26X,2,WELCK,WELFARE CHECK -- CHE,LOP140107000546,2014-01-07T13:47:13,"{'human_address': '{""address"":""SAN LEANDRO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3186,OP,2014-01-07T12:49:33,2.0,24X,2,20002,HIT & RUN (PROPERTY,LOP140107000543,2014-01-07T12:49:41,"{'human_address': '{""address"":""FOOTHILL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3187,OP,2014-01-07T13:02:52,1.0,07X,2,415,DISTURBING THE PEACE,LOP140107000551,2014-01-07T13:14:46,"{'human_address': '{""address"":""ADELINE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3188,OP,2014-01-07T13:03:16,1.0,07X,2,415C,415 UNKNOWN,LOP140107000553,2014-01-07T13:21:44,"{'human_address': '{""address"":""ST&amp;ADELINE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3189,OP,2014-01-07T13:05:47,2.0,26Y,1,273,INFLICT INJURY ON CH,LOP140107000558,2014-01-07T15:50:39,"{'human_address': '{""address"":""70TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3190,OP,2014-01-07T13:12:04,1.0,19X,2,10851,STOLEN VEHICLE,LOP140107000560,2014-01-07T20:24:44,"{'human_address': '{""address"":""5TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3191,OP,2014-01-07T13:13:51,1.0,12Y,2,911H,911 HANG-UP,LOP140107000564,2014-01-07T13:14:50,"{'human_address': '{""address"":""COLLEGE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3192,OP,2014-01-07T13:15:46,2.0,26Y,2,10851,STOLEN VEHICLE,LOP140107000566,2014-01-07T13:35:50,"{'human_address': '{""address"":""HAMILTON ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3193,OP,2014-01-07T13:16:22,2.0,27Y,2,211,ROBBERY,LOP140107000571,2014-01-07T18:49:43,"{'human_address': '{""address"":""65TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3194,OP,2014-01-07T13:16:25,2.0,31Y,1,242,BATTERY,LOP140107000567,2014-01-07T14:17:30,"{'human_address': '{""address"":""DOUGLAS AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3195,OP,2014-01-07T13:16:57,1.0,17Y,2,5150,MENTALLY ILL,LOP140107000569,2014-01-07T15:01:02,"{'human_address': '{""address"":""E 32ND ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3196,OP,2014-01-07T13:17:03,2.0,26Y,2,20002,HIT & RUN (PROPERTY,LOP140107000570,2014-01-07T14:05:46,"{'human_address': '{""address"":""AV&amp;SAN LEANDRO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3197,OP,2014-01-07T13:19:50,2.0,27X,2,SECCK,SECURITY CHECK,LOP140107000572,2014-01-08T01:47:53,"{'human_address': '{""address"":""55TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3198,OP,2014-01-07T13:21:32,2.0,28X,2,933R,ALARM-RINGER,LOP140107000576,2014-01-07T16:36:57,"{'human_address': '{""address"":""BIRDSALL AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3199,OP,2014-01-07T13:21:38,1.0,18Y,2,SUSP,SUSPECT,LOP140107000579,2014-01-07T20:15:17,"{'human_address': '{""address"":""E 24TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3200,OP,2014-01-07T13:26:48,1.0,09X,1,918,PERSON SCREAMING,LOP140107000582,2014-01-07T13:29:17,"{'human_address': '{""address"":""AV&amp;RAMONA AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3201,OP,2014-01-07T13:27:33,1.0,14X,2,910,PROWLER OUTSIDE,LOP140107000583,2014-01-07T13:28:20,"{'human_address': '{""address"":""ADAMS ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3202,OP,2014-01-07T13:30:31,1.0,03X,2,911H,911 HANG-UP,LOP140107000586,2014-01-07T13:56:09,"{'human_address': '{""address"":""OAK ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3203,OP,2014-01-07T13:31:09,1.0,11X,2,949,SUSPICIOUS VEHICLE,LOP140107000587,2014-01-07T20:09:16,"{'human_address': '{""address"":""55TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3204,OP,2014-01-07T13:35:21,1.0,13Y,2,933R,ALARM-RINGER,LOP140107000589,2014-01-07T14:17:21,"{'human_address': '{""address"":""PINEHAVEN RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3205,OP,2014-01-07T13:36:05,2.0,33X,2,415,DISTURBING THE PEACE,LOP140107000588,2014-01-07T13:36:30,"{'human_address': '{""address"":""84TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3206,OP,2014-01-07T13:36:49,2.0,24Y,2,5150,MENTALLY ILL,LOP140107000592,2014-01-07T16:55:04,"{'human_address': '{""address"":""ALLENDALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3207,OP,2014-01-07T13:45:18,2.0,26X,2,415,DISTURBANCE-DRINKERS,LOP140107000601,2014-01-07T15:33:07,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3208,OP,2014-01-07T13:49:04,1.0,08X,2,911H,911 HANG-UP,LOP140107000599,2014-01-07T16:39:18,"{'human_address': '{""address"":""HAWTHORNE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3209,OP,2014-01-07T13:50:15,1.0,03Y,2,911H,911 HANG-UP,LOP140107000602,2014-01-07T14:06:19,"{'human_address': '{""address"":""14TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3210,OP,2014-01-07T13:52:13,2.0,32X,2,10851,STOLEN VEHICLE,LOP140107000605,2014-01-07T13:53:17,"{'human_address': '{""address"":""GRAFFIAN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3211,OP,2014-01-07T13:52:47,2.0,30Y,2,953,INVESTIGATE REPORT O,LOP140107000607,2014-01-07T13:53:54,"{'human_address': '{""address"":""AV&amp;OUTLOOK AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3212,OP,2014-01-07T13:54:25,1.0,10X,2,SECCK,SECURITY CHECK,LOP140107000608,2014-01-07T14:10:31,"{'human_address': '{""address"":""MARSHALL ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3213,OP,2014-01-07T13:56:27,2.0,27X,2,415,DISTURBING THE PEACE,LOP140107000610,2014-01-07T13:56:58,"{'human_address': '{""address"":""FERN ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3214,OP,2014-01-07T14:00:20,1.0,08X,2,933R,ALARM-RINGER,LOP140107000618,2014-01-07T18:05:00,"{'human_address': '{""address"":""24TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3215,OP,2014-01-07T14:01:17,1.0,06X,2,5150,MENTALLY ILL,LOP140107000622,2014-01-07T16:52:14,"{'human_address': '{""address"":""MARTIN LUTHER KING JR WY"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3216,OP,2014-01-07T14:01:49,1.0,22X,2,933R,ALARM-RINGER,LOP140107000620,2014-01-07T14:07:47,"{'human_address': '{""address"":""OAKVIEW DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3217,OP,2014-01-07T14:02:38,1.0,11X,1,245,ASSAULT W/DEADLY WEA,LOP140107000621,2014-01-07T15:44:15,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3218,OP,2014-01-07T14:05:48,2.0,32Y,2,EVAL,EVALUATION,LOP140107000628,2014-01-08T01:31:53,"{'human_address': '{""address"":""MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3219,OP,2014-01-07T14:07:58,1.0,02Y,1,242,BATTERY,LOP140107000626,2014-01-07T14:29:49,"{'human_address': '{""address"":""WILLOW ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3220,OP,2014-01-07T14:10:48,2.0,26Y,2,AOA,ASSIST OUTSIDE AGENC,LOP140107000630,2014-01-07T15:10:22,"{'human_address': '{""address"":""75TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3221,OP,2014-01-07T14:14:37,1.0,08X,1,415,DISTURBING THE PEACE,LOP140107000632,2014-01-07T16:03:52,"{'human_address': '{""address"":""TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3222,OP,2014-01-07T14:19:54,2.0,23X,2,415,DISTURBING THE PEACE,LOP140107000635,2014-01-07T14:21:24,"{'human_address': '{""address"":""INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3223,OP,2014-01-07T14:20:58,2.0,28X,2,HAZ,HAZARDOUS SITUATION/,LOP140107000637,2014-01-07T14:21:25,"{'human_address': '{""address"":""I580&amp;MACARTHUR BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3224,OP,2014-01-07T14:25:18,2.0,32X,2,470,FORGERY,LOP140107000642,2014-01-07T14:25:45,"{'human_address': '{""address"":""107TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3225,OP,2014-01-07T14:25:56,1.0,03Y,1,415,DISTURBING THE PEACE,LOP140107000645,2014-01-07T15:13:48,"{'human_address': '{""address"":""8TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3226,OP,2014-01-07T14:26:58,1.0,20X,2,20002,HIT & RUN (PROPERTY,LOP140107000643,2014-01-07T14:27:14,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3227,OP,2014-01-07T14:26:59,2.0,32Y,2,243E,BATTERY ON CO-HABITA,LOP140107000644,2014-01-07T14:59:29,"{'human_address': '{""address"":""103RD AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3228,OP,2014-01-07T14:27:12,1.0,12Y,1,913A,ATTEMPT SUICIDE,LOP140107000646,2014-01-07T15:22:24,"{'human_address': '{""address"":""ST&amp;TELEGRAPH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3229,OP,2014-01-07T14:32:18,1.0,19X,2,415C,415 UNKNOWN,LOP140107000651,2014-01-07T15:35:42,"{'human_address': '{""address"":""AV&amp;EMBARCADERO"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3230,OP,2014-01-07T14:33:17,2.0,35X,1,243E,BATTERY ON CO-HABITA,LOP140107000654,2014-01-07T17:50:00,"{'human_address': '{""address"":""83RD AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3231,OP,2014-01-07T14:34:53,1.0,13Z,2,933R,ALARM-RINGER,LOP140107000655,2014-01-07T17:41:08,"{'human_address': '{""address"":""MANZANITA DR"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3232,OP,2014-01-07T14:40:57,1.0,13Z,1,912,SUSPICIOUS PERSON,LOP140107000666,2014-01-07T17:20:09,"{'human_address': '{""address"":""COLTON BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3233,OP,2014-01-07T14:44:17,2.0,30Y,2,SECCK,SECURITY CHECK,LOP140107000667,2014-01-07T14:55:24,"{'human_address': '{""address"":""NEY AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3234,OP,2014-01-07T14:53:58,1.0,17X,2,933R,ALARM-RINGER,LOP140107000679,2014-01-07T14:57:36,"{'human_address': '{""address"":""7TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3235,OP,2014-01-07T14:57:20,2.0,28X,2,415GF,GIRLFRIEND CREATING,LOP140107000682,2014-01-07T18:12:46,"{'human_address': '{""address"":""HIGH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3236,OP,2014-01-07T15:00:03,1.0,01X,2,911H,911 HANG-UP,LOP140107000683,2014-01-07T17:15:22,"{'human_address': '{""address"":""4TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3237,OP,2014-01-07T15:01:47,1.0,07X,2,415GS,415 GUNSHOTS,LOP140107000688,2014-01-07T15:16:36,"{'human_address': '{""address"":""ST&amp;FILBERT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3238,OP,2014-01-07T15:01:49,1.0,07X,1,415GS,415 GUNSHOTS,LOP140107000690,2014-01-07T16:01:31,"{'human_address': '{""address"":""ST&amp;FILBERT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3239,OP,2014-01-07T15:02:39,1.0,07X,1,242,BATTERY,LOP140107000691,2014-01-07T15:09:22,"{'human_address': '{""address"":""ST&amp;MYRTLE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3240,OP,2014-01-07T15:06:09,1.0,01X,2,911H,911 HANG-UP,LOP140107000696,2014-01-07T15:06:40,"{'human_address': '{""address"":""4TH ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3241,OP,2014-01-07T15:06:16,1.0,06X,1,941,PERSON DETAINED-IN C,LOP140107000698,2014-01-07T15:16:01,"{'human_address': '{""address"":""ST&amp;SAN PABLO AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3242,OP,2014-01-07T15:09:16,2.0,23X,1,242,BATTERY,LOP140107000703,2014-01-07T16:32:05,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3243,OP,2014-01-07T15:09:44,2.0,23X,2,20002,HIT & RUN (PROPERTY,LOP140107000704,2014-01-07T17:42:17,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3244,OP,2014-01-07T15:12:32,1.0,20X,2,911H,911 HANG-UP,LOP140107000707,2014-01-07T17:21:28,"{'human_address': '{""address"":""FRUITVALE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3245,OP,2014-01-07T15:17:37,1.0,15X,2,933MA,ALARM-MANUALLY ACTIV,LOP140107000712,2014-01-07T16:40:08,"{'human_address': '{""address"":""KENWYN RD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3246,OP,2014-01-07T15:20:43,2.0,26Y,1,CODE7,SUBJECT ARMED WITH W,LOP140107000717,2014-01-07T15:49:19,"{'human_address': '{""address"":""AV&amp;INTERNATIONAL BLVD"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3248,OP,2014-01-07T15:23:52,2.0,26X,2,20002,HIT & RUN (PROPERTY,LOP140107000719,2014-01-07T15:24:06,"{'human_address': '{""address"":""12TH ST&amp;51ST AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3249,OP,2014-01-07T15:24:06,2.0,26Y,2,20002,HIT & RUN (PROPERTY,LOP140107000720,2014-01-07T15:24:25,"{'human_address': '{""address"":""SAN LEANDRO ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3250,OP,2014-01-07T15:27:43,2.0,34X,2,597,CRUELTY TO ANIMAL,LOP140107000725,2014-01-07T15:45:27,"{'human_address': '{""address"":""88TH AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3251,OP,2014-01-07T15:31:44,1.0,12Y,2,911H,911 HANG-UP,LOP140107000730,2014-01-07T15:32:17,"{'human_address': '{""address"":""COLLEGE AV"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3252,OP,2014-01-07T15:33:04,2.0,32X,2,WELCK,WELFARE CHECK -- CHE,LOP140107000735,2014-01-07T16:05:11,"{'human_address': '{""address"":""APRICOT ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3253,OP,2014-01-07T15:33:06,1.0,09X,2,913TH,SUICIDE THREATS,LOP140107000734,2014-01-07T16:35:49,"{'human_address': '{""address"":""LEIGHTON CT"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
3254,OP,2014-01-07T15:33:21,2.0,35X,2,415,DISTURBING THE PEACE,LOP140107000732,2014-01-07T15:34:21,"{'human_address': '{""address"":""HILLSIDE ST"",""city"":"""",""state"":"""",""zip"":""""}', 'needs_recoding': False}"
